'id','geom','l_id','v_id_1','v_id_2','voltage','cables','wires','frequency','name','operator','ref','length_m','r_ohmkm','x_ohmkm','c_nfkm','i_th_max_a','from_relation','wkt_srid_4326','wkt_srid_3857'
53,'0102000020E6100000020000006E8508BB5B4B22408EC0BF6FF4924840B7B99C0EE2472240A0B1B85D88934840',88677,54000,57808,'220000','3','2','','Großgartach - Obrigheim 1x 220 kV','','Anlage 323',746.6168174532,'','','','','','SRID=4326;LINESTRING(9.14718422392863 49.1480846105852,9.14039655364182 49.1525990630937)','SRID=3857;LINESTRING(1018259.89 6300025.71,1017504.29 6300794.03999999)'
54,'0102000020E610000002000000E0B3ED7473AC1C409AC4B43781B049400043298293C11C404D54F89826B04940',88807,55509,55510,'220000','12','2;1','50','','RWE','2652',1528.6805327923,'','','','','','SRID=4326;LINESTRING(7.16840918255636 51.3789434082657,7.18903926255075 51.3761779034181)','SRID=3857;LINESTRING(797983.660000001 6688600.14999999,800280.19 6688106.94000001)'
55,'0102000020E610000002000000381F16EEFED51A4064697D6116BE49405E451630FBD31A402DB1BB4031BE4940',88993,54018,54019,'220000','6','','','','','',163.0720278124,'','','','','','SRID=4326;LINESTRING(6.7089802933695 51.4850580084192,6.70701289306575 51.4858780781236)','SRID=3857;LINESTRING(746840.270000001 6707547.55999999,746621.259999999 6707694.15999999)'
56,'0102000020E6100000020000008E5C50EE8ED61A409F1F4BAB1BBE49405E451630FBD31A402DB1BB4031BE4940',88994,54017,54019,'220000','6','','','','','',188.3096431952,'','','','','','SRID=4326;LINESTRING(6.70952961316574 51.48521939438,6.70701289306575 51.4858780781236)','SRID=3857;LINESTRING(746901.42 6707576.40999999,746621.259999999 6707694.15999999)'
57,'0102000020E6100000020000008CFBE9CD28222940072247D7008A4940D09D3C0679212940C64529C2208A4940',90294,53783,53784,'220000','3','','50','203','50Hertz Transmission','203',142.1887363712,'','','','','','SRID=4326;LINESTRING(12.5667175624965 51.0781506631211,12.5653764676089 51.0791247083212)','SRID=3857;LINESTRING(1398920.6 6635129.33,1398771.31000001 6635301.91999999)'
58,'0102000020E610000002000000611DE15538541A40D9FB4A8837874940129CC372864D1A40F22B80AD01874940',95011,60368,75459,'220000','3','','','','','',13.4262563088,'','','','','','SRID=4326;LINESTRING(6.58224615274898 51.0563822141773,6.57570819205195 51.0547387004698)','SRID=3857;LINESTRING(732732.290000001 6631273.15000001,732004.48754438 6630982.08276544)'
59,'0102000020E61000000200000056A75BAA1C41214080A361E194C54840DF827A6CAF232140FBE7E8B0E2BF4840',90586,25339,58391,'220000','6','2','50','','RWE','7600',6400.7441926582,'','','','','','SRID=4326;LINESTRING(8.62717182511157 49.5436059691192,8.56969775195597 49.4991055619466)','SRID=3857;LINESTRING(960372.374557496 6367608.41187806,953974.39 6359977.42999999)'
60,'0102000020E610000002000000DFDB9A648CB41B404165A2E236C0494031039C4A12B51B40A3E6D22132C04940',91207,55365,57033,'220000','6','4','','220kV Buer Süd+Scholven E','RWE','4566',37.7233623189,'','','','','','SRID=4326;LINESTRING(6.92631680674728 51.5016749661395,6.92682758881783 51.5015299110212)','SRID=3857;LINESTRING(771034.059999999 6710518.61,771090.920000001 6710492.66999999)'
61,'0102000020E6100000020000003C53F59B4D3E1C40BD19ED092ED94940068FDE2521401C40F7CF22AE9AD74940',91302,16862,54578,'220000','6','3','','220kV Polsum Süd+Scholven D','RWE','',1096.9799056636,'','','','','','SRID=4326;LINESTRING(7.06084293064924 51.6967174918859,7.06262644930735 51.6844079656584)','SRID=3857;LINESTRING(786009.439611159 6745472.76247744,786207.980000001 6743262.29)'
62,'0102000020E610000002000000EF5A277A57292840FCACEA13A0A44840E2D6C4F5232A28403804237217A64840',91343,53190,16835,'220000','3','1','','Regensburg - Schwandorf','TenneT TSO GmbH','275',1122.8757027176,'','','','','','SRID=4326;LINESTRING(12.0807455227891 49.2861351867559,12.0823056032927 49.2975905104617)','SRID=3857;LINESTRING(1344822.44 6323552.75,1344996.10736726 6325507.96150921)'
63,'0102000020E610000002000000EB2D20CF13EF2B4078C127D330964A403D991D8F8FEE2B4098B7B25581964A40',91594,54214,54216,'220000','3','2','50','306','50Hertz Transmission','306',280.4407853237,'','','','','','SRID=4326;LINESTRING(13.966948006323 53.1733650154228,13.9659390185958 53.1758219835894)','SRID=3857;LINESTRING(1554793.54 7015130.36,1554681.22 7015586.67999999)'
