edge,bet_cen_edge
'(55886, 19099)',0.0010799098143608689
'(52085, 52086)',0.003271824323744282
'(52578, 52579)',0.011697047677316056
'(17673, 21516)',0.001081665765278529
'(54025, 68211)',0.0012782932469249397
'(52351, 52352)',0.009985588777603029
'(54976, 55029)',0.029584623092743113
'(55095, 55891)',0.0005411255411255411
'(51959, 21949)',0.007348529165341341
'(58443, 58455)',0.030276565539723566
'(24927, 17460)',0.001081665765278529
'(58351, 68261)',0.0053808189286826385
'(75641, 51862)',0.00517049317172937
'(53396, 53526)',0.003932921030483423
'(52801, 52802)',0.10117731515778845
'(53852, 53854)',0.06351696055079012
'(16626, 75460)',0.001081665765278529
'(16232, 16244)',5.853169725533165e-07
'(52564, 52571)',0.001781732736689084
'(52388, 53514)',0.007288614076066755
'(53164, 53166)',0.0005611238710211127
'(18274, 53500)',0.05087643412413501
'(75024, 54781)',0.012139527376267173
'(75974, 54464)',0.020351471135678815
'(78666, 55026)',0.0038420484800767577
'(8416, 52296)',0.0005522465636040541
'(52324, 52325)',0.0029947935683661557
'(74824, 52870)',0.019615365279349237
'(57830, 76264)',0.020377188083538396
'(75556, 53501)',0.023390631962833214
'(53153, 53154)',0.002162160896611951
'(33289, 16116)',0.001081665765278529
'(55885, 55886)',1.7559509176599496e-06
'(58371, 18634)',0.030326335605601728
'(54193, 8065)',0.0020713587236031806
'(53117, 70821)',0.0008711467608168527
'(55505, 55509)',0.003104342279653459
'(16479, 54413)',0.001081665765278529
'(52309, 52310)',0.01526423209637463
'(51840, 51841)',0.023951510475418977
'(16429, 57295)',0.0008469330084910449
'(53813, 30013)',0.004306176967074749
'(57850, 23883)',0.0016701120932172723
'(75483, 75559)',0.07393438028143957
'(55802, 55806)',0.0009513463349513777
'(54364, 56257)',0.001232560480802774
'(16960, 53854)',0.06415926788590427
'(57834, 57835)',0.07708201381519032
'(24647, 59030)',0.005220599556340877
'(57738, 54364)',0.002175457347171807
'(51936, 51937)',0.0028842734559408377
'(32061, 24529)',0.001081665765278529
'(51939, 16113)',0.0014732776602126877
'(2878, 18197)',0.0027871019700580063
'(53412, 53413)',0.03374645191071037
'(56561, 24263)',0.006677042385533463
'(19005, 54259)',0.004193192792893223
'(51905, 52006)',0.00011516111434986504
'(52028, 22999)',0.001081665765278529
'(54549, 54551)',0.012444936435843008
'(20522, 20051)',0.001081665765278529
'(75130, 52450)',0.010763979125255492
'(75751, 20051)',0.001081665765278529
'(52411, 37258)',0.0020634179233422066
'(55030, 19099)',0.004694417714969363
'(36310, 54499)',0.09374800821072872
'(54889, 54893)',0.0016944989067951307
'(25944, 19166)',0.001081665765278529
'(52519, 52520)',0.0021300562606674017
'(58674, 16165)',0.0043196392574434755
'(54575, 54577)',0.0009591881887717474
'(55167, 55169)',0.0983007861647199
'(58304, 58311)',0.03177288477016161
'(52001, 16111)',0.008235411324128996
'(55160, 55253)',0.010387540122151038
'(16903, 52663)',0.005370993838522795
'(75081, 16364)',0.022871649677691404
'(16606, 79305)',0.0157880968323874
'(52335, 52341)',0.011833938551082954
'(52300, 78777)',0.03173014517691032
'(53595, 22003)',0.007498870110197532
'(19630, 77775)',0.021509207456595753
'(74903, 52495)',0.05347280169024795
'(52544, 52548)',0.002408409538680632
'(54812, 64238)',0.003241485394000267
'(75914, 77599)',0.001081665765278529
'(52950, 53027)',0.08178469227048735
'(75490, 54611)',0.008388553808858218
'(77176, 53319)',0.002162160896611951
'(51837, 77585)',0.004721820304567741
'(51813, 51814)',0.0013493507273929122
'(16230, 16252)',0.0025940774395537577
'(58442, 58445)',0.02887063417165047
'(16609, 55579)',0.13076436297858238
'(16440, 52566)',0.05111483752049672
'(16548, 75497)',0.001081665765278529
'(52800, 52801)',0.10080490033740949
'(54560, 16309)',0.003241485394000267
'(54037, 54038)',0.008620548371765246
'(77346, 54880)',0.031270300743665165
'(77187, 54446)',0.003241485394000267
'(55322, 55327)',0.020447922273671967
'(53441, 53443)',0.0005007386700193458
'(54018, 80108)',0.0005407353298105056
'(74864, 54846)',0.001081665765278529
'(17056, 53525)',0.001081665765278529
'(56193, 56198)',0.0008928717757814568
'(58353, 58355)',0.001091030836839382
'(58283, 24552)',0.03679766122688902
'(57693, 56617)',0.0060829619171966325
'(52636, 52637)',0.011617902339677067
'(52726, 24263)',0.003241485394000267
'(58284, 55868)',0.01003147792870036
'(16539, 53234)',0.001081665765278529
'(58627, 26222)',0.044402648167231565
'(51856, 52140)',0.022322430953544276
'(36310, 54516)',0.09393977756150297
'(52367, 52374)',0.0021621608966119516
'(75731, 54724)',0.018261948772166723
'(53180, 53181)',0.006972326436515571
'(77176, 53317)',0.003241485394000267
'(75586, 54484)',0.01720190857473534
'(75558, 53520)',0.002162160896611951
'(75454, 75883)',0.04964361354468674
'(75816, 16165)',0.003328781312969057
'(75056, 19630)',0.02255399825260333
'(58626, 53924)',0.0007593024426447897
'(54534, 54536)',0.007547077044102463
'(76283, 54593)',0.10217096970968938
'(20407, 55806)',0.0005642511359887548
'(18251, 27429)',0.01614649183076397
'(19520, 55507)',0.002874692112270237
'(54763, 29975)',0.001081665765278529
'(53318, 54568)',0.016116511276196382
'(75498, 52150)',0.03775719960262821
'(57970, 75927)',0.03206262272842612
'(54600, 54605)',0.0008625458530812779
'(16862, 52581)',0.0508722654437285
'(52556, 58208)',0.025821284977497718
'(17929, 57257)',0.09230490456952582
'(52931, 16158)',0.002162160896611951
'(53247, 53233)',0.0027501325096813962
'(75883, 54263)',0.000750181253155834
'(58250, 16308)',0.0037922017718046448
'(55165, 55166)',0.002162160896611951
'(52120, 16212)',0.006519750358206386
'(52000, 52657)',0.0012996490814440838
'(58170, 58171)',0.00041137609804069424
'(19901, 78952)',0.011081200273585765
'(75473, 53354)',0.011833938551082954
'(52488, 36438)',0.001081665765278529
'(58150, 30399)',0.1679214533153216
'(20407, 55799)',0.0008341268559146924
'(75575, 52514)',3.511901835319899e-06
'(75570, 53671)',0.001081665765278529
'(57897, 57899)',0.07810387816638983
'(17137, 53177)',0.003241485394000267
'(52853, 53899)',0.011996959162404442
'(51857, 16368)',0.022819334098039237
'(74863, 52250)',0.0036273068317416992
'(54779, 54784)',0.008057779370153343
'(77260, 53319)',0.001081665765278529
'(58627, 54516)',0.09429623281056432
'(57358, 57359)',0.00429739721248645
'(53653, 54778)',0.007641053280722334
'(58290, 55030)',0.011889887671197938
'(55269, 55506)',0.01515975505206248
'(52444, 52759)',0.07581609026695184
'(57900, 77286)',0.07790465577949846
'(77852, 16867)',0.0043196392574434755
'(62969, 62970)',0.009692849065482921
'(58444, 58445)',0.028209030887007706
'(51885, 52199)',0.001459110202253213
'(24959, 29975)',0.001081665765278529
'(6767, 16100)',0.009143529086741634
'(55880, 55884)',0.000454693734845168
'(16979, 55050)',7.823736866462663e-05
'(75454, 52201)',0.002162160896611951
'(24597, 58330)',0.009652462194376743
'(55319, 55327)',0.002441582857637868
'(16565, 20320)',0.048161903811675816
'(17150, 58503)',2.341267890213266e-06
'(52555, 52572)',0.0043196392574434755
'(75883, 52803)',0.05007572798050978
'(24583, 78462)',0.025362682603565573
'(51870, 51871)',0.051846434460325386
'(52813, 55797)',0.0012365267000977532
'(55532, 55383)',0.003241485394000267
'(24958, 57842)',0.003241485394000267
'(24781, 58481)',0.001081665765278529
'(52247, 52248)',0.0038551902397222526
'(17196, 54623)',0.001081665765278529
'(19653, 55341)',0.004021702159768057
'(75586, 54561)',0.005396622486941578
'(75844, 52473)',0.08951914568841583
'(52248, 52249)',0.004907199945058081
'(58280, 55843)',0.001286234047185913
'(24597, 58339)',0.01392995862979638
'(54603, 54613)',0.0008680362191912839
'(53014, 53180)',0.006304011517254197
'(58667, 52141)',0.0009510717934190077
'(52486, 52488)',0.002162160896611951
'(58353, 54908)',1.2876973396172964e-05
'(1045, 51862)',0.004124921953091628
'(52251, 52252)',0.022321062748320554
'(17123, 54283)',0.002072217188496258
'(52821, 56958)',0.002162160896611951
'(55799, 55804)',0.0002803180534386592
'(52305, 54485)',0.0349471864056577
'(17295, 53735)',0.0016349073677359243
'(16941, 55161)',0.10642460163243463
'(58371, 58372)',0.02995567387744946
'(52755, 71509)',0.03906844459545374
'(75724, 55407)',0.002162160896611951
'(75434, 51949)',0.0691428931066194
'(58309, 24567)',0.001081665765278529
'(56031, 56154)',0.009692849065482921
'(24927, 58578)',0.026250233959080292
'(58169, 57280)',0.0007692584056255361
'(20748, 55443)',0.0010816657652785288
'(52582, 52588)',0.050923522487182134
'(55102, 55524)',0.002162160896611951
'(52671, 52672)',0.033171112917161405
'(57892, 57894)',0.006527945429282069
'(58674, 19224)',0.002162160896611951
'(51997, 52692)',0.002825910343487412
'(52510, 77207)',0.001081665765278529
'(16133, 16148)',0.00394072860502592
'(55325, 55326)',0.017697944264866903
'(9984, 77360)',0.001081665765278529
'(75834, 18571)',0.0010818608709360468
'(28613, 55963)',0.0001366715130911994
'(16835, 79356)',0.010763979125255492
'(58175, 58625)',0.01944814351906997
'(57822, 75746)',0.00021811836982199323
'(58138, 57275)',0.001081665765278529
'(53091, 78021)',0.001081665765278529
'(52086, 16219)',0.0021247981631972983
'(25324, 58796)',0.001081665765278529
'(17163, 52949)',0.001079500789286002
'(52692, 52863)',0.0022648422169398758
'(54580, 54579)',2.8290320340076964e-06
'(53669, 54300)',0.1391439805447553
'(195, 52743)',0.003241485394000267
'(28613, 79941)',0.0037585153864223633
'(55984, 55985)',0.0028744710014156865
'(58625, 53923)',0.0006644323166767732
'(55164, 55166)',0.006679189227517411
'(1334, 7004)',0.017166176171043667
'(55492, 16327)',0.010366248809809034
'(51830, 52733)',0.0020120953801321586
'(53056, 6767)',0.008071813709996512
'(52900, 52901)',0.0005985841572645252
'(20759, 53175)',0.006472435082494574
'(19317, 55107)',0.001081665765278529
'(57775, 58045)',0.10089850909523111
'(54622, 54623)',0.002162160896611951
'(54411, 54564)',0.010835614316399672
'(24583, 53745)',0.016045117179900314
'(57808, 22360)',0.002767547970070584
'(52863, 52864)',0.0013821842223294746
'(51808, 51809)',0.039837530882325625
'(52230, 52231)',0.03951885366300711
'(16673, 75510)',0.07800040048598948
'(52203, 52204)',0.00048008627163382574
'(53241, 53242)',0.006298474507378214
'(79282, 16158)',0.001081665765278529
'(58154, 57275)',0.0033529645858703908
'(55699, 24552)',0.0032365101997335636
'(57808, 75486)',0.002788376892622454
'(16527, 53092)',0.004240057053353898
'(52554, 58208)',0.02554528191079698
'(55024, 16113)',0.009888235050133752
'(75442, 52524)',0.0031866890832425035
'(53163, 54056)',0.006667861270735413
'(1334, 52255)',0.01822911179320049
'(55870, 54589)',0.0038381352180316855
'(17015, 18653)',0.002800271601940456
'(52296, 53056)',0.007000098333251389
'(75490, 54360)',0.015368348378952276
'(57738, 53661)',0.0029876626888525226
'(54535, 54536)',1.4047607341279597e-05
'(51815, 51814)',0.0005015562556318152
'(53887, 55681)',0.003241485394000267
'(62442, 62443)',0.015767377690150255
'(20550, 18666)',0.001081665765278529
'(75728, 54466)',0.001081665765278529
'(54024, 54025)',0.017166176171043667
'(54586, 55870)',0.0035160157774698476
'(16946, 56936)',0.001081665765278529
'(18220, 54318)',0.005034964884883762
'(75102, 52818)',0.008620548371765246
'(54548, 54549)',0.0009157570955681222
'(54534, 54532)',0.006472435082494574
'(75459, 56193)',0.00019293022943644902
'(58032, 53117)',0.0058326836314938
'(75457, 52296)',0.005396622486941578
'(51960, 51970)',0.0033527931716141567
'(55328, 55329)',0.001081665765278529
'(78711, 16381)',0.001081665765278529
'(75416, 78706)',0.036439534744865526
'(57692, 57693)',0.01767263888729172
'(16440, 53244)',0.04766030562821047
'(74903, 79517)',0.04968754576431242
'(57890, 23883)',0.0081289824548729
'(29543, 22916)',0.001081665765278529
'(2700, 52191)',0.00032717267709155213
'(75643, 55169)',0.04925422761648494
'(55202, 72216)',0.009692849065482921
'(75636, 75706)',0.001081665765278529
'(17837, 54186)',0.12851885851952627
'(54021, 54023)',0.01397034550090256
'(54734, 55495)',0.006472435082494574
'(20407, 55804)',0.001257613440839896
'(52621, 52622)',0.018365030857653068
'(55161, 55253)',0.05060154031194884
'(75820, 55262)',0.12822711424261632
'(24601, 58346)',0.010730616057819952
'(55166, 55168)',0.006428380904778301
'(52308, 52309)',0.0021018138639116333
'(52444, 52445)',0.07598075944189682
'(52778, 52780)',0.0017898407703707871
'(55321, 55328)',0.016746609078810284
'(54577, 54579)',0.0009654315698123159
'(52306, 52307)',0.016328809823801724
'(54015, 54016)',0.0016154748442471535
'(76283, 54595)',0.05330100009437024
'(20627, 55029)',0.029024982024719155
'(75420, 18653)',0.0029505029582291395
'(54608, 54614)',1.726685069032284e-05
'(57809, 57834)',0.07724239066566989
'(58579, 58580)',0.027985127401846686
'(75471, 52190)',0.028495813334603878
'(58470, 58471)',0.031815149244342984
'(75442, 51952)',0.003241485394000267
'(53166, 55962)',0.0005461007353922443
'(18886, 54889)',0.0024417110699270967
'(53889, 55681)',0.0043196392574434755
'(23439, 51814)',0.002528827604157894
'(58181, 58174)',0.011334541929264865
'(55088, 55089)',0.0005378672766449944
'(53612, 55050)',0.0035766741263921252
'(55364, 55365)',0.0073141922975403
'(52350, 52629)',0.019646794889017036
'(55332, 55334)',0.0035024548566211003
'(21579, 55580)',0.001081665765278529
'(16727, 52919)',0.003486147888527554
'(75963, 54893)',0.01237723603626024
'(57918, 23883)',0.08014216717785037
'(19273, 52509)',0.01475126358109791
'(16502, 52626)',0.04752370916153751
'(58366, 58367)',0.002162160896611951
'(24653, 79485)',0.036608773597397344
'(78710, 16381)',0.001081665765278529
'(53706, 53728)',0.004312615453772836
'(17777, 54015)',0.0005390769317216045
'(16440, 52567)',0.001440976524998765
'(19653, 55342)',0.0030939747582710464
'(17320, 53411)',0.002419134558128556
'(55801, 55806)',0.0014605665266254017
'(58126, 58128)',0.004290044516421708
'(17935, 54137)',0.010451191309570357
'(54533, 54532)',0.005396622486941578
'(53220, 56507)',0.002033377342666144
'(17190, 75434)',0.23723679815910495
'(52943, 57258)',0.002162160896611951
'(53781, 53782)',0.025420478473769676
'(53751, 23776)',0.013531451681921748
'(75603, 55326)',0.017413480216205996
'(17194, 8065)',0.0029981105968125985
'(75627, 54357)',0.02163900960354648
'(54547, 54549)',0.011685654077604166
'(75556, 53502)',0.02361558878595115
'(52067, 52172)',0.001081665765278529
'(54918, 24552)',0.04526282884661917
'(16262, 57291)',6.438486698086482e-06
'(17097, 53535)',0.07197239778944088
'(58291, 18340)',0.022861064127096004
'(52435, 16379)',0.048562858441399154
'(16548, 74839)',0.1132295196644889
'(58328, 53656)',0.14039793575451676
'(18886, 75963)',0.0018191616666661053
'(22047, 56936)',0.0017040105398677602
'(17802, 54403)',0.0010810804483059756
'(55350, 55351)',0.057281188844541336
'(52897, 55961)',0.006960784543261558
'(52626, 52631)',0.047666097270393976
'(75481, 52605)',0.001081665765278529
'(17776, 54015)',4.097218807873216e-06
'(53752, 54101)',0.001081665765278529
'(16673, 52976)',0.1300702500639982
'(75668, 24960)',0.017225291708907874
'(16552, 74839)',0.001081665765278529
'(52329, 56768)',0.006828254696749834
'(58170, 24366)',0.009869386238852048
'(53783, 53784)',0.0004550319179848655
'(53650, 78850)',0.008698596209219703
'(58469, 58470)',0.032636348956835294
'(54280, 54283)',2.2827361929579345e-05
'(20607, 55493)',0.009266048007066315
'(52931, 21556)',0.003241485394000267
'(16392, 66346)',0.001081665765278529
'(52351, 16300)',0.001081665765278529
'(54604, 54603)',0.0017334886820322868
'(16727, 24507)',0.001081665765278529
'(19922, 55322)',0.021332336219199995
'(52567, 52568)',0.0005758641034465804
'(18071, 54214)',0.001081665765278529
'(53092, 53094)',0.0017078768836475701
'(52514, 56966)',0.00010985778784097294
'(61703, 29007)',0.0004422069727640306
'(75130, 52451)',0.08524044051724858
'(75492, 52823)',0.003241485394000267
'(26237, 16165)',0.001081665765278529
'(53707, 53728)',7.023803670639798e-06
'(53364, 53372)',0.003241485394000267
'(58282, 24553)',0.02393886680035572
'(76107, 54389)',0.001081665765278529
'(54018, 54019)',0.0005407353298105056
'(57919, 53818)',0.022858657806119773
'(75640, 54563)',0.0023101102768595884
'(75462, 52334)',0.008897935511698353
'(52310, 52311)',0.003241485394000267
'(52548, 18376)',0.022486300591229854
'(52171, 77869)',0.007094385081608789
'(49748, 17271)',0.012670806113004186
'(75443, 59177)',0.001081665765278529
'(54216, 54217)',0.0045532717787990905
'(55842, 55843)',0.0150367930248947
'(17333, 52986)',0.1019649340886199
'(51956, 53071)',0.007146856808836258
'(52604, 16134)',0.003433532402279987
'(51856, 51857)',0.005159404452458613
'(24604, 58325)',0.020176379904053642
'(52634, 16148)',0.007244423474633866
'(55982, 55984)',0.005940361303649998
'(58283, 58284)',0.005190244600060719
'(54001, 54364)',0.0029407787993509927
'(52314, 55586)',0.12408348799156774
'(20619, 53984)',0.001081665765278529
'(51944, 52865)',0.008068549110916695
'(53037, 16100)',0.01397034550090256
'(52215, 53899)',0.012949855193721244
'(55160, 55254)',0.011355935380252438
'(54411, 54413)',0.00022511290764400555
'(52332, 56661)',0.00542430365110057
'(18542, 53233)',0.0033747493361061262
'(79755, 55982)',0.003241485394000267
'(52517, 52518)',0.001605300084207602
'(17180, 53514)',0.01598426906749957
'(75537, 62443)',0.001557808115406818
'(8706, 20564)',0.001081665765278529
'(52085, 16367)',0.02233449653910757
'(51960, 16118)',0.012091118467151853
'(24583, 28637)',0.010763979125255492
'(57692, 75513)',0.017722232172610732
'(20627, 58580)',0.02849386540382428
'(75490, 54608)',0.0010586432976914318
'(78523, 54614)',1.794972049163504e-05
'(51907, 52006)',0.00019937847141741148
'(18039, 54193)',0.001081665765278529
'(24365, 24366)',0.010926615020526552
'(58649, 16960)',0.06260521973524028
'(78717, 52631)',0.00011379537474724061
'(17782, 54023)',0.001081665765278529
'(58284, 24552)',0.005256362423363892
'(55741, 55750)',0.003119641910880417
'(75496, 52189)',0.001081665765278529
'(54017, 80108)',0.0005407353298105056
'(75445, 52057)',0.015013205637744708
'(52045, 52046)',0.008620548371765246
'(57854, 23883)',0.001829661138264193
'(16779, 79896)',0.08275013670383578
'(57897, 23883)',0.07533360429156125
'(52199, 52912)',0.002162160896611951
'(16238, 16308)',0.000905192698053704
'(75434, 51954)',0.009055185245017588
'(60770, 79387)',0.003241485394000267
'(57848, 57897)',0.0035915892571033664
'(53177, 20996)',0.002162160896611951
'(58373, 21465)',0.002162160896611951
'(53780, 53781)',0.027499502062489585
'(58150, 24346)',0.002998171915733533
'(52350, 16148)',0.020203353287652187
'(58347, 30013)',0.005372624491066892
'(51934, 51932)',0.003118181278980729
'(52521, 52523)',0.004057114839970436
'(26222, 75535)',0.04390853658604589
'(17150, 16231)',0.0010804951313334223
'(51933, 16112)',0.009842792408658124
'(52391, 16329)',0.001081665765278529
'(2700, 52213)',0.0010522243215590967
'(75734, 53119)',0.0010749346200941657
'(75549, 21258)',0.001081665765278529
'(52387, 53514)',0.0007620583100572208
'(54023, 54024)',0.016102069914941737
'(75486, 52744)',0.0016246399325090498
'(16673, 22003)',0.09362103483146898
'(55491, 55495)',0.007465132667944999
'(17039, 54663)',0.0012491639722575362
'(17881, 75695)',0.0028904935678867533
'(52842, 52843)',0.04085611969302602
'(53643, 53644)',0.10418188065386293
'(17333, 53868)',0.012316401395440258
'(75130, 16381)',0.0034311280931075415
'(16887, 54346)',0.1279880534497881
'(54357, 54358)',9.091923640328183e-05
'(56967, 56968)',0.0004283287526072325
'(53998, 22360)',0.0006117537891469735
'(57359, 55503)',0.009127042658681382
'(16692, 75667)',0.1349701203306526
'(75816, 79836)',0.0022535540343886383
'(20407, 55801)',0.009158664408123511
'(52662, 52663)',0.002401253124617105
'(55580, 55581)',0.002162160896611951
'(75554, 18197)',0.0034923931277172403
'(18107, 53808)',0.005872368122232913
'(54659, 55019)',0.005396622486941578
'(17295, 53732)',0.0005567535042927147
'(58626, 52141)',0.019618402471102834
'(75519, 53058)',0.001081665765278529
'(54026, 54027)',0.030156682886662893
'(58174, 57281)',0.012398648185366828
'(58674, 75938)',0.001081665765278529
'(67993, 52409)',0.043575366523954835
'(75844, 78509)',0.008039699318769083
'(16862, 53311)',0.10677006811551353
'(16440, 52568)',0.08357834738521135
'(54866, 55442)',0.011337546475177901
'(74956, 19881)',0.00810439635480198
'(78275, 55764)',0.002162160896611951
'(52903, 52904)',0.004873154007821396
'(75588, 53859)',0.06382032476321704
'(52623, 55368)',0.004160255225458969
'(53868, 54137)',0.011377943182779777
'(52665, 75820)',0.09221535148411607
'(52657, 52662)',0.0019440830682252918
'(51904, 53119)',0.012046018400804773
'(16727, 21057)',0.001081665765278529
'(54618, 54619)',0.0029447868270011525
'(53409, 53410)',0.0013801481554320718
'(20043, 54553)',0.01338744191589088
'(3792, 52966)',0.09600166773340385
'(52987, 55280)',0.09434145924348095
'(7791, 57257)',0.09087126819808526
'(57920, 78265)',0.020236434681369563
'(57761, 54603)',0.0009839791497830625
'(78777, 16310)',0.0037241897977430692
'(17280, 53645)',0.001081665765278529
'(49748, 52127)',0.01379682589775845
'(18376, 54464)',0.02141089485600032
'(55340, 55341)',0.0024717828164468655
'(75600, 53724)',0.0021598196287217378
'(75486, 53999)',0.001272088887015875
'(51940, 16115)',0.001081665765278529
'(77751, 55808)',0.0005326279929347222
'(54622, 63504)',0.019687478503537508
'(66346, 52476)',2.341267890213266e-06
'(52601, 52619)',0.009403763766502798
'(53752, 29874)',0.013067589481985966
'(74956, 51328)',0.00915708892993912
'(75557, 78918)',0.001081665765278529
'(24583, 54724)',0.019179550190038565
'(16692, 54421)',0.2002777817207466
'(51934, 55024)',0.0007127459252335482
'(75640, 54566)',0.003241485394000267
'(52422, 16364)',0.005396622486941578
'(57358, 75720)',0.0032393392317675716
'(18022, 16133)',0.003362464701991872
'(61583, 54038)',0.007547077044102463
'(55799, 55805)',0.0016317341135775878
'(52943, 16226)',0.001081665765278529
'(17220, 53671)',0.006522241088434493
'(24660, 18634)',0.13250139670247563
'(52071, 52645)',0.002162160896611951
'(75603, 55328)',0.017166086242473486
'(55507, 55508)',0.0018812002780933357
'(16452, 52352)',0.00946446156637309
'(11150, 52877)',0.0022744051813819257
'(18107, 53825)',0.004800067428515238
'(16887, 58469)',0.033492862793338324
'(54214, 54216)',0.0010102570946270244
'(54100, 54099)',0.015015524366643402
'(75667, 16177)',0.005090250860165099
'(58794, 75923)',0.02025642060643848
'(76134, 53643)',0.1046620746981456
'(52413, 52780)',0.030269736491930946
'(51959, 51960)',0.007813914690218481
'(16565, 16566)',0.001081665765278529
'(77809, 54894)',0.009692849065482921
'(58128, 78619)',0.00389554087692077
'(54614, 54615)',0.007219900882981418
'(4224, 56017)',0.00959795315769587
'(58190, 61703)',0.167079299255212
'(52234, 16262)',0.026743792604550863
'(16429, 77882)',0.0010535498998023767
'(54281, 54880)',6.711634618611363e-05
'(53615, 53724)',0.0010804951313334223
'(52607, 52608)',0.0033358621540513335
'(52655, 22607)',0.1302559244644189
'(51902, 51904)',0.03296968565356883
'(75684, 53437)',0.004061319366889945
'(54445, 16119)',0.18929907854533995
'(22003, 16339)',0.05229904765938638
'(52509, 79297)',0.014789491282927563
'(16941, 53315)',0.10604671640423287
'(58471, 58455)',0.031020971665416872
'(75498, 52347)',0.005141795219926257
'(17837, 55261)',0.12839123712172026
'(54563, 54564)',0.008813657105431907
'(30774, 57280)',0.006361247155498899
'(52711, 53641)',0.06430934554727394
'(75485, 55925)',0.0010711300597725693
'(58462, 62700)',0.06662856967249695
'(16440, 52565)',0.004844805155784066
'(58378, 54194)',0.006670780887538986
'(55282, 55283)',0.0032655972015085064
'(75300, 53315)',0.10676257491058452
'(51949, 53641)',0.06527277728409678
'(64699, 77801)',0.001081665765278529
'(52748, 52823)',0.01017209754413261
'(58451, 51902)',0.03397467489544288
'(79872, 79873)',0.05131590864638895
'(16537, 54207)',0.0037019259195339
'(51951, 51952)',0.002162160896611951
'(75438, 18619)',0.0014896284433872319
'(75773, 16364)',0.0011705266369949987
'(58041, 52562)',0.0011998719214975104
'(52562, 52563)',0.002946951106187761
'(52203, 52205)',0.0019288145302206964
'(24660, 57830)',0.020936595024773356
'(52095, 16092)',0.007804326007303395
'(55164, 55167)',0.014181895744016081
'(56938, 56939)',0.09382952476048118
'(58444, 58483)',0.02775570289176517
'(52533, 16309)',0.002162160896611951
'(57288, 16339)',0.010079685686103361
'(16424, 52706)',0.003241485394000267
'(52818, 55730)',0.004312615453772836
'(17802, 77444)',5.853169725533165e-07
'(53146, 55928)',0.0042511571716547375
'(57889, 22360)',0.0007093700272445537
'(17154, 75667)',0.0016210353554864101
'(58327, 58329)',0.0018429680409128768
'(53264, 75684)',0.005130108158772302
'(55261, 55262)',0.1283038297871523
'(4224, 55761)',0.008639789273626089
'(36306, 53409)',0.0017390645230018426
'(52661, 52663)',0.0019651416833466784
'(52633, 16148)',0.06770789028715188
'(52693, 53163)',0.005605315859893626
'(24985, 55334)',0.001081665765278529
'(57773, 58044)',0.10003165465887971
'(52919, 53339)',0.0017467879198157991
'(75666, 55258)',0.0005460763471850546
'(53650, 24129)',0.008139520947602523
'(75939, 52033)',0.0007129494459060978
'(16409, 52523)',0.005029482415907511
'(79872, 23156)',0.05062113739996816
'(53311, 53312)',0.0004498328167492967
'(24984, 58627)',0.13850896884706596
'(58635, 23439)',0.020400890934190882
'(16543, 74814)',0.08569405014853533
'(75571, 53707)',0.002162160896611951
'(58045, 24202)',0.10122843276209363
'(52246, 52247)',0.002823276417110938
'(16569, 52408)',0.042363416811850615
'(56243, 56249)',0.0016195720630550268
'(54605, 54612)',0.000978653229870104
'(17935, 53777)',0.00621671241987243
'(51938, 51940)',0.0011884192194012372
'(52261, 16286)',0.11470724991452849
'(55284, 55286)',0.0053661307244325055
'(75459, 56192)',0.0009151709588238985
'(30365, 62772)',0.01251419742061402
'(55707, 55750)',0.002055145443463454
'(53746, 53747)',0.001081665765278529
'(53157, 16118)',0.12993208809407078
'(58137, 74976)',0.0007354270846119663
'(16626, 16286)',0.002162160896611951
'(52250, 52251)',0.002471793575092714
'(53317, 53318)',0.0043196392574434755
'(75420, 16096)',0.0031643387588686203
'(66008, 55892)',0.032041120384286345
'(52864, 52865)',0.0024568261839373632
'(16588, 18414)',0.002162160896611951
'(16767, 19716)',0.037490961261817536
'(18022, 16134)',0.006933986045088576
'(58336, 58347)',0.006440827965976695
'(75604, 54012)',0.001081665765278529
'(75449, 16244)',0.0010810804483059756
'(75440, 26501)',0.001081665765278529
'(78927, 55508)',0.0027395481077770235
'(75963, 54892)',0.014835700410914785
'(75200, 52001)',0.008897990137059353
'(75588, 51988)',0.015741053774923255
'(19360, 53413)',0.001081665765278529
'(16996, 53016)',0.001081665765278529
'(52543, 52544)',0.02001409948743228
'(57688, 57689)',0.022322403420777095
'(24957, 55132)',0.10152426026147203
'(16862, 53312)',0.0006318329485292323
'(16813, 32724)',0.001081665765278529
'(17780, 17781)',0.001081665765278529
'(55325, 55327)',0.017431363043329373
'(54057, 16361)',0.005684110673293953
'(52637, 52638)',0.01062328621526111
'(53275, 62346)',0.0026847318897075512
'(52267, 16230)',0.0028226437173358284
'(75130, 52458)',0.07184080475057328
'(55049, 55050)',0.002999863760506586
'(19654, 52570)',0.009057758632970966
'(74839, 16282)',0.11407705864074609
'(16993, 53373)',0.001081665765278529
'(19922, 55399)',0.02222845650417912
'(56294, 56295)',0.004946318629390502
'(52532, 16212)',0.014294202268660206
'(19881, 52905)',0.0070490698532883495
'(55399, 55506)',0.014667146713514248
'(61702, 29007)',0.0006394587925144983
