equal_node_id_1,equal_node_id_2,link_id_input,link_id_target,input_wkt_srid_3857,target_wkt_srid_3857
61,62,55,5217,'SRID=3857;LINESTRING(948317.588190205 7020568.27617918,981840.679369326 7002886.60731588)','SRID=3857;LINESTRING(981840.6815665 7002886.60968854,948317.590487961 7020568.27839944)'
63,52,57,5512,'SRID=3857;LINESTRING(903980.611740293 6225015.70478993,925436.796678455 6276396.02224595)','SRID=3857;LINESTRING(925436.800683446 6276396.02143816,903983.091598294 6225012.99878199)'
59,67,59,5492,'SRID=3857;LINESTRING(953311.624110185 6988867.71581033,967940.86876401 7000132.9770056)','SRID=3857;LINESTRING(953311.625628381 6988867.71437011,967940.87214789 7000132.9753061)'
61,67,60,5521,'SRID=3857;LINESTRING(948317.588190205 7020568.27617918,967940.86876401 7000132.9770056)','SRID=3857;LINESTRING(948317.590487961 7020568.27839944,967940.87214789 7000132.9753061)'
68,69,61,5293,'SRID=3857;LINESTRING(976543.886907151 6441890.05723446,937240.102055482 6383085.29621266)','SRID=3857;LINESTRING(976543.889425068 6441890.05402177,937240.104120256 6383085.29008342)'
70,69,62,5180,'SRID=3857;LINESTRING(933809.830336372 6443211.95744127,937240.102055482 6383085.29621266)','SRID=3857;LINESTRING(933809.830018805 6443211.96034646,937240.104120256 6383085.29008342)'
71,72,63,5259,'SRID=3857;LINESTRING(1365018.91499349 6753433.37728126,1324067.95512275 6693374.25238603)','SRID=3857;LINESTRING(1365018.9157382 6753433.374164,1324063.65689239 6693374.10177644)'
73,74,64,5413,'SRID=3857;LINESTRING(1464640.61728258 6769166.55481189,1547611.95307191 6777505.48102515)','SRID=3857;LINESTRING(1547611.95504015 6777505.46796832,1464640.61878459 6769166.55649022)'
37,75,65,5253,'SRID=3857;LINESTRING(1295637.82513212 6848862.97123755,1282017.0382301 6725318.37528252)','SRID=3857;LINESTRING(1295637.82630774 6848862.96109175,1282017.03900916 6725318.37646675)'
72,75,66,5388,'SRID=3857;LINESTRING(1324067.95512275 6693374.25238603,1282017.0382301 6725318.37528252)','SRID=3857;LINESTRING(1324063.65689239 6693374.10177644,1282017.03900916 6725318.37646675)'
37,72,67,5277,'SRID=3857;LINESTRING(1295637.82513212 6848862.97123755,1324067.95512275 6693374.25238603)','SRID=3857;LINESTRING(1295637.82630774 6848862.96109175,1324063.65689239 6693374.10177644)'
76,77,68,5407,'SRID=3857;LINESTRING(968726.528896454 6752594.28811044,1001073.07516109 6682193.87293107)','SRID=3857;LINESTRING(968726.530752223 6752594.29025233,1001073.07609346 6682193.87208601)'
