branch_id,v_id1,eq_no_id1,v_id2,eq_no_id2,wkt_srid_3857
120314,52617,no equal node id,52634,no equal node id,'SRID=3857;LINESTRING(782505.6 6732490.18,782715.809999998 6733242.13)'
120753,53317,no equal node id,53318,445,'SRID=3857;LINESTRING(820512.23 6835983.55,820631.3 6835952.60999999)'
121180,54021,no equal node id,54023,no equal node id,'SRID=3857;LINESTRING(750589.519999999 6711184.37,750343.47 6712193.57)'
121374,52335,no equal node id,52341,no equal node id,'SRID=3857;LINESTRING(743559.490000001 6737370.79999999,743348.339999999 6737789.29)'
121530,51907,no equal node id,52383,no equal node id,'SRID=3857;LINESTRING(1061903.66 7087712.75,1057505.32 7084643.01999999)'
122109,55340,no equal node id,55342,no equal node id,'SRID=3857;LINESTRING(798649.69 6704653.04999999,798885.94 6705136.95999999)'
122762,17101,no equal node id,56390,no equal node id,'SRID=3857;LINESTRING(792267.301538532 6329631.33850638,797196.120000001 6330682.14000001)'
122763,21662,no equal node id,56390,no equal node id,'SRID=3857;LINESTRING(798198.324463294 6335456.34115354,797196.120000001 6330682.14000001)'
122818,54612,no equal node id,75490,236,'SRID=3857;LINESTRING(1024614.93 6262032.86999999,1023570.34682585 6260189.97153172)'
123338,57280,no equal node id,58171,no equal node id,'SRID=3857;LINESTRING(937661.009999999 6384131.29999999,937634.95 6384153.68)'
123645,51934,no equal node id,51940,no equal node id,'SRID=3857;LINESTRING(774869.349999999 6630140.31,775347.879999999 6630450.89)'
124234,16113,125,51946,no equal node id,'SRID=3857;LINESTRING(775413.834772001 6633553.76013699,775276.460000001 6632920.59)'
124270,51905,no equal node id,52006,no equal node id,'SRID=3857;LINESTRING(1058244.4 7083953.61,1058244.29 7084038.20999999)'
125288,53595,475,75510,296,'SRID=3857;LINESTRING(1017231.72 6954752.03,1014528.7880517 6899439.97350334)'
125527,54194,no equal node id,58377,no equal node id,'SRID=3857;LINESTRING(928990.550000001 6345446.63000001,928168.299999999 6344648.54999999)'
125595,17776,193,54018,no equal node id,'SRID=3857;LINESTRING(748342.782939984 6706608.65548859,746840.270000001 6707547.55999999)'
126081,57842,no equal node id,53764,no equal node id,'SRID=3857;LINESTRING(1341568.71 6583867.83999999,1398610.08 6635112.61)'
126094,55341,no equal node id,55342,no equal node id,'SRID=3857;LINESTRING(798883.459999999 6705212.37999999,798885.94 6705136.95999999)'
126235,36307,no equal node id,58175,no equal node id,'SRID=3857;LINESTRING(936459.503505035 6396249.44760265,937398.1 6393659.86)'
126627,54846,no equal node id,74864,225,'SRID=3857;LINESTRING(859596.729999999 6357904.66000001,860411.260894067 6357151.11977568)'
126972,75684,402,53264,440,'SRID=3857;LINESTRING(1051906.256734 7163923.26849568,1053046.48 7144565.6)'
127379,53220,no equal node id,53221,462,'SRID=3857;LINESTRING(820065.119999998 6733140.34,817498.439999999 6730469.93)'
127591,56617,no equal node id,58290,no equal node id,'SRID=3857;LINESTRING(780485.78 6340218.42000001,780346.070000001 6340480.09)'
127854,55985,no equal node id,57295,no equal node id,'SRID=3857;LINESTRING(1453002.65 6151873.49,1453440.14 6152143.84)'
128142,52408,no equal node id,52415,no equal node id,'SRID=3857;LINESTRING(961093.54 6800106.23,961053.78 6800644.11)'
128360,52339,no equal node id,75462,105,'SRID=3857;LINESTRING(744168.12 6734898.04999999,743709.301524076 6736435.96934561)'
